ACC X (m/s2),ACC Y (m/s2),ACC Z (m/s2),GRAV X (m/s2),GRAV Y (m/s2),GRAV Z (m/s2),LIN ACC X (m/s2),LIN ACC Y (m/s2),LIN ACC Z (m/s2),GYRO X (rad/s),GYRO Y (rad/s),GYRO Z (rad/s),LIGHT (lux),MAG FIELD X (T),MAG FIELD Y (T),MAG FIELD Z (T),ORIENT Z (deg),ORIENT X (deg),ORIENT Y (deg),PROXIMITY (m),SOUND LEVEL (dB),LOC LAT ,LOC LON,LOC ALT (m),LOC SPEED (Km/h),LOC ACCURACY (m),LOC ORIENT (deg),SAT IN RANGE,TIME (ms),YYYY-MO-DD HH-MI-SS_SSS
0.9249,8.5683,0.9922,0.3968,9.7229,1.216,-0.824,-0.7937,-0.7229,-0.6591,0.249,0.7155,0,13.2,-103.58,-69.05,324.58,-82.51,-18.07,0,56.766,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,186013,2018-11-08 18:02:00:261
-1.6271,9.3726,0.3336,0.4225,9.5669,-2.1135,0.792,5.9309,0.6843,-1.2094,-0.3732,-0.0782,0,5.23,-99.07,-58.52,184.81,-77.3,-168.7,0,55.573,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,188014,2018-11-08 18:02:02:262
-2.548,9.3056,-5.965,-0.5209,9.2954,-3.0813,0.7821,-3.9827,1.8589,1.1792,0.777,-0.9478,0,9.03,-94.43,-50.64,167.15,-71.42,170.4,0,57.73,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,190013,2018-11-08 18:02:04:261
0.2205,8.4138,1.4715,0.8145,9.7468,0.7114,-0.8387,1.6267,-0.0311,2.3984,0.2803,-0.6748,0,10.21,-103.97,-62.47,340.97,-77.89,-2.95,0,47.76,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,192013,2018-11-08 18:02:06:261
-2.0046,8.5717,0.3941,-1.2867,9.7078,0.5232,-1.2273,-1.5664,-0.3834,-0.3163,-0.7077,0.7736,0,25.6,-100.92,-80,58.53,-81.86,67.87,0,61.337,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,194013,2018-11-08 18:02:08:261
1.483,13.4403,5.4329,-1.6494,9.6508,-0.5586,1.4333,-1.0826,1.1529,-0.7692,1.1153,0.769,0,26.88,-102.21,-69.25,101.25,-79.77,108.71,0,57.819,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,196012,2018-11-08 18:02:10:260
-2.3889,9.1005,-0.9256,-1.063,9.7356,-0.5084,-3.9206,4.1156,-2.2819,1.037,-0.1139,-1.5783,0,33.79,-97.32,-66.62,97.51,-83.1,115.56,0,62.122,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,198013,2018-11-08 18:02:12:261
0.23,13.3838,1.4992,-0.5997,9.4506,-2.5491,0.3597,-2.1124,2.27,0.7496,0.1943,-1.7166,0,30.91,-95.22,-58.63,258.83,-74.41,-50.93,0,53.578,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,200013,2018-11-08 18:02:14:261
1.2286,7.9933,0.5645,1.092,9.6882,1.0571,0.5937,-0.4265,-1.0621,-0.649,-0.3631,0.4489,0,12.08,-104.83,-71.01,292.01,-81.08,-45.93,0,51.387,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,202012,2018-11-08 18:02:16:260
-0.7221,7.7449,1.2669,-0.1478,9.7441,-1.0959,4.6107,1.1771,-1.6455,-0.5928,1.0679,0.8879,0,18.38,-101.95,-64.78,160.06,-83.53,172.32,0,55.856,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,204013,2018-11-08 18:02:18:261
2.9414,3.5807,1.9129,-0.3465,9.5344,-2.2685,-0.214,-0.0899,-2.3776,-0.4684,1.4037,-0.1037,0,21.1,-96.54,-54.83,158.15,-76.47,171.32,0,56.975,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,206013,2018-11-08 18:02:20:261
2.4734,10.9107,-1.1075,-0.409,9.5981,-1.9698,1.2798,-2.8089,-0.1507,-0.6912,1.3655,-0.0257,0,21.44,-95.34,-53.18,254.59,-75.32,-59.45,0,50.425,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,208013,2018-11-08 18:02:22:261
3.3154,10.6857,-0.2791,2.495,9.1666,2.4329,-1.3403,2.1936,-0.9128,0.1149,-0.6014,0.0851,0,25.54,-96.3,-58.87,257.84,-69.18,-45.72,0,54.749,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,210012,2018-11-08 18:02:24:260
0.6516,10.4717,0.5544,2.0825,9.3237,2.214,-1.6312,0.0851,-1.546,0.3296,-0.3468,-8.00E-04,0,13.8,-103.75,-72,278.13,-71.94,-43.25,0,49.489,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,212013,2018-11-08 18:02:26:261
0.1946,9.0913,2.004,1.4772,9.5409,1.7204,-1.1827,-0.3285,-1.0787,-0.6013,0.8959,0.7923,0,10.33,-103.52,-67.66,290.89,-76.63,-40.65,0,54.923,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,214012,2018-11-08 18:02:28:260
0.8291,11.4038,-0.9998,1.2123,9.6833,0.9667,0.1883,-1.0593,0.4125,-0.96,0.6353,0.8797,0,18.05,-101.46,-66.99,158.29,-78.34,167.46,0,55.747,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,216012,2018-11-08 18:02:30:260
-4.2897,13.2728,-5.5822,-0.777,9.4168,-2.6251,0.9958,-4.2765,0.8345,-0.8244,0.8592,0.3226,0,26.64,-97.01,-58.96,150.07,-73.79,163.51,0,57.65,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,218013,2018-11-08 18:02:32:261
-0.8082,4.2286,-1.4155,-0.573,9.5821,-2.0063,0.5103,-0.3396,3.2201,-0.6866,1.1871,0.3449,0,25.78,-94.79,-54.21,148.09,-77.72,164.06,0,54.79,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,220013,2018-11-08 18:02:34:261
0.7862,5.0697,-0.9745,1.12,9.5803,-1.7701,3.0267,2.6272,1.0087,0.7375,-0.9509,-0.2757,0,30.16,-95.92,-60.85,184.8,-77.67,-147.68,0,58.639,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,222013,2018-11-08 18:02:36:261
-0.2428,8.8797,0.1838,1.9465,9.5441,1.1366,-1.7922,2.9921,-0.8852,1.0628,0.005,-0.4229,0,16.14,-102.81,-67.18,276.44,-81.13,-56.65,0,50.968,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,224013,2018-11-08 18:02:38:261
0.5184,8.3454,-0.6885,0.4464,9.7948,0.1836,-2.724,4.9893,5.4999,-0.6512,0.4533,0.6809,0,12.59,-102.77,-71.41,277.98,-87.18,-67.64,0,57.904,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,226013,2018-11-08 18:02:40:261
1.7947,7.1552,-0.4884,-0.5034,9.6812,-1.4804,6.7122,-4.6966,0.2023,-0.7645,0.4765,0.8563,0,20.06,-99.94,-67.88,150.83,-80.82,161.22,0,58.196,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,228013,2018-11-08 18:02:42:261
3.0441,0.5435,2.8904,-0.3942,9.6107,-1.9104,-2.8557,2.7169,-2.8616,-0.1247,1.7608,-0.4109,0,22.92,-96.72,-56.86,153.88,-78.53,168.34,0,57.777,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,230012,2018-11-08 18:02:44:260
3.1789,10.4907,-0.493,-0.9275,9.4808,-2.3289,1.9503,-4.499,0.6701,-0.1398,1.3234,-0.4959,0,27.61,-93.09,-52.79,258.02,-74.1,-49.02,0,54.857,48.163303,11.557216,641,3.35,18.224,188.6,22-Dec,232012,2018-11-08 18:02:46:260
1.2702,9.9514,0.7698,1.7678,9.4557,1.9068,-1.1674,0.1877,-1.1857,-0.4611,-0.3519,0.5633,0,18.15,-101.79,-68.17,278.84,-74.62,-42.83,0,56.108,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,234012,2018-11-08 18:02:48:260
0.5489,8.1092,0.4366,0.4832,9.7802,0.5335,-2.8494,0.8491,0.8269,-0.7109,-0.4119,0.6078,0,17.6,-102.38,-71.59,298.64,-85.79,-42.17,0,57.301,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,236012,2018-11-08 18:02:50:260
4.6038,-3.5616,3.8334,-1.1713,9.5884,-1.6915,-4.6543,-1.4035,-1.8617,-0.8191,1.1311,-0.2339,0,22.3,-97.03,-55.91,136.75,-77.89,145.3,0,55.574,48.163303,11.557216,641,3.35,18.224,188.6,0 / 22,238012,2018-11-08 18:02:52:260
3.7605,8.6582,-0.9729,-1.3026,9.5067,-2.0238,2.3633,-4.0603,-0.1893,-0.4721,1.3472,-0.9186,0,29.46,-93,-55.73,248.5,-74.79,-63.04,0,54.466,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,240014,2018-11-08 18:02:54:262
3.9722,11.6663,-3.2026,2.5564,9.2692,1.928,-3.4683,3.8281,-1.2674,-0.0495,-0.7738,0.3876,0,31.1,-94.55,-58.86,252.42,-70.94,-52.98,0,53.064,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,242012,2018-11-08 18:02:56:260
4.1389,11.4555,-1.5272,2.2903,9.168,2.6216,-1.3642,2.3377,-1.7701,-0.0468,-0.5625,0.1959,0,21.34,-99.33,-60.96,264.78,-69.21,-41.14,0,49.166,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,244013,2018-11-08 18:02:58:261
2.6678,5.6125,0.6417,1.6348,9.4407,2.0907,-0.7641,-0.0152,-0.4609,-0.8648,0.3643,0.696,0,19.22,-103.22,-78.83,288.08,-74.3,-38.02,0,55.927,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,246012,2018-11-08 18:03:00:260
2.5963,5.5739,-0.1492,1.2119,9.6696,1.0953,-0.3809,-0.5399,-0.5946,-1.3871,-1.302,1.1432,0,22.5,-102.44,-67.39,150.68,-79.07,162.36,0,51.843,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,248012,2018-11-08 18:03:02:260
-2.8611,10.982,-4.9653,-1.1953,9.4459,-2.3487,1.7789,-3.617,1.3382,-0.4811,0.2686,-0.164,0,29.18,-94.33,-60.06,140.38,-74.41,153.03,0,54.208,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,250012,2018-11-08 18:03:04:260
1.631,2.8147,-1.0337,-0.7359,9.5698,-2.0119,0.0636,0.5979,2.6201,0.828,0.3211,-1.9893,0,26.77,-92.69,-55.94,144.53,-77.38,159.91,0,58.427,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,252013,2018-11-08 18:03:06:261
-0.3982,9.1306,1.2852,1.0461,9.6993,-0.9998,5.3484,3.4891,0.6803,1.7181,-1.3413,-1.3631,0,24.7,-95.44,-60.79,200.03,-81.51,-133.7,0,48.494,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,254012,2018-11-08 18:03:08:260
-0.6052,7.9392,0.9581,1.9895,9.3915,2.0028,-2.914,3.6731,-0.4137,-0.898,-0.0783,0.5896,0,10.81,-102.52,-70.87,298.55,-82.87,-43.4,0,55.868,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,256013,2018-11-08 18:03:10:261
-1.3007,7.9814,0.0409,0.9404,9.7551,0.3515,1.8677,-2.1131,0.1958,0.0442,-0.5675,0.2448,0,9.84,-101.21,-70.05,273.91,-84.12,-69.5,0,59.964,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,258012,2018-11-08 18:03:12:260
1.0177,9.0953,1.9402,0.9379,9.6319,1.5866,0.2387,-0.9537,-1.2914,-1.0352,0.9342,0.718,0,10.2,-101.92,-74.77,310,-79.17,-30.59,0,59.425,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,260013,2018-11-08 18:03:14:261
2.908,6.9196,-2.3584,1.3303,9.5881,1.5715,-1.9917,-0.1115,-1.4875,-1.0726,-0.4165,0.6048,0,9.13,-100.77,-70.94,296.32,-77.88,-40.25,0,53.163,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,262013,2018-11-08 18:03:16:261
9.3872,19.0467,-8.432,1.0267,9.6635,1.3162,0.1529,-0.6229,-0.9617,-0.4711,-0.6646,0.5631,0,16.09,-99.08,-62.37,151.09,-78.99,157.77,0,58.16,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,264012,2018-11-08 18:03:18:260
-2.6015,7.1499,-5.6036,-0.8047,9.4881,-2.3451,0.9123,-4.7706,-0.9373,-1.2058,-1.5425,0.7716,0,26.43,-92.11,-62.12,148.1,-75.36,161.06,0,56.883,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,266012,2018-11-08 18:03:20:260
-5.8009,8.748,-2.9667,-1.162,9.3797,-2.6156,2.1592,-4.9681,0.1351,0.3744,1.6934,-1.1813,0,29.09,-93.17,-63.45,143.72,-73.03,156.05,0,56.972,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,268013,2018-11-08 18:03:22:261
3.8503,11.2352,-1.1212,-1.3714,9.403,-2.4236,2.6668,-4.5585,0.1909,-1.3173,0.1458,0.3625,0,25.16,-94.84,-57.38,141.54,-73.5,150.5,0,59.72,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,270013,2018-11-08 18:03:24:261
5.0323,13.7091,-0.08,-1.3445,9.3815,-2.5199,3.2394,-4.4411,0.7234,2.7695,-1.0558,-1.3497,0,28.02,-88.39,-54.49,258.86,-73.04,-48.62,0,53.002,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,272013,2018-11-08 18:03:26:261
-0.6894,11.5418,1.8633,2.0831,9.2302,2.5757,-1.2718,1.2199,-0.273,2.855,-1.2322,-1.1758,0,24.56,-95.35,-65.25,270.65,-70.26,-38.97,0,54.8,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,274012,2018-11-08 18:03:28:260
-1.6356,11.8284,1.0313,2.0257,9.3004,2.3599,-1.1287,1.1766,-0.5252,-0.9993,-0.0371,0.6917,0,16.91,-99.33,-73.35,150.76,-81.08,158.4,0,47.426,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,276013,2018-11-08 18:03:30:261
3.0616,-1.3911,2.8138,0.6587,9.682,1.4128,-0.3298,-0.62,-1.2905,-0.7747,-0.3324,0.2372,0,18.23,-96.71,-66.56,141.7,-78.17,147.02,0,57.969,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,278013,2018-11-08 18:03:32:261
2.623,27.2335,4.3462,0.531,9.7078,1.2832,1.1257,-1.2881,-2.308,-0.5469,-0.7476,0.415,0,19.91,-99.14,-59.32,119.62,-78.72,122.9,0,61.719,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,280012,2018-11-08 18:03:34:260
-4.769,3.4085,-4.5508,-1.1139,9.4421,-2.4034,1.5298,-4.5852,-0.2904,-0.4461,-0.305,0.9898,0,25.26,-94.17,-49.18,253.52,-75.38,-54.73,0,55.679,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,282013,2018-11-08 18:03:36:261
-3.8941,15.277,-3.4985,-1.4181,9.2587,-2.9044,2.6983,-5.3872,1.0505,0.4662,1.8015,-1.4177,0,27.34,-90.74,-53.89,258.1,-72.69,-48.57,0,56.38,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,284012,2018-11-08 18:03:38:260
5.0507,11.8208,-2.3293,-1.3276,9.2439,-2.9932,2.9418,-5.4705,2.5138,-0.803,1.0127,-0.2546,0,18.88,-97.51,-63.03,274.9,-72.49,-40.17,0,52.503,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,286014,2018-11-08 18:03:40:262
0.0955,12.318,1.609,-0.7037,9.4392,-2.5645,-1.0202,0.7814,2.7395,0.0902,-0.3885,0.1987,0,7.96,-99.58,-74.46,292.72,-73.31,-38.56,0,56.851,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,288013,2018-11-08 18:03:42:261
0.4099,9.2075,1.7442,1.1779,9.5869,1.6952,-1.6612,-0.0575,-1.8197,0.2262,-0.5152,0.0905,0,9.42,-101.59,-68.65,147.2,-75.96,144.21,0,47.824,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,290013,2018-11-08 18:03:44:261
-1.637,8.3421,-0.4144,0.7344,9.7627,0.5668,0.3506,-2.4579,-0.3582,-1.458,-0.5807,1.3675,0,18.7,-97.7,-58.14,151.2,-76,159.2,0,56.492,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,292013,2018-11-08 18:03:46:261
-0.15,3.8931,-1.4112,-0.8793,9.6418,-1.5597,5.054,5.7859,-0.6086,-1.2547,-1.8731,0.9333,0,19.75,-93.83,-51.78,150.39,-74,158.97,0,55.623,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,294013,2018-11-08 18:03:48:261
1.4165,5.6963,0.0527,-0.9514,9.6001,-1.7618,-2.4226,2.7,-3.5036,1.0136,0.3238,-1.7873,0,22.85,-96.08,-53.4,202.7,-82.26,-129.07,0,55.863,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,296013,2018-11-08 18:03:50:261
1.4146,10.5991,-0.087,2.017,9.3088,2.3341,-1.5996,2.0567,-0.5542,2.1057,-1.5001,-1.1899,0,11.18,-104.48,-66.53,215.04,-88.76,-134.55,0,48.073,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,298013,2018-11-08 18:03:52:261
0.8946,10.3304,0.7049,1.4071,9.4906,2.0297,-1.9924,-0.315,-0.9579,-0.8735,-0.7553,0.4505,0,18.73,-102.27,-63.95,141.06,-77.79,146.41,0,55.929,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,300012,2018-11-08 18:03:54:260
0.9673,17.753,-1.2444,0.4608,9.7579,0.8616,-0.097,-0.3621,-0.0936,-0.9146,-0.8051,0.6197,0,29.53,-93.75,-58.19,121.08,-79.49,135.7,0,56.704,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,302012,2018-11-08 18:03:56:260
-0.8318,7.4242,-1.9547,-0.5406,9.7509,-0.8936,1.2124,-5.5327,4.2269,-1.2411,1.0543,0.0512,0,26.84,-90.69,-51.98,143.1,-72.19,155.01,0,57.827,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,304013,2018-11-08 18:03:58:261
0.894,3.468,0.2486,-0.4256,9.5945,-1.9837,0.7021,1.9912,1.8396,-1.0827,0.3411,0.43,0,24.23,-95.6,-55.54,278.21,-73.09,-29.95,0,56.295,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,306012,2018-11-08 18:04:00:260
-0.7165,8.1028,0.621,1.3142,9.7169,-0.1595,0.2443,2.743,0.2887,0.8882,-0.8635,0.2034,0,16.83,-102.29,-68.24,311.01,-82.1,-25.96,0,55.567,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,308012,2018-11-08 18:04:02:260
0.1162,7.9877,-0.3647,1.4847,9.4817,2.016,-1.4757,0.5752,-0.9085,0.231,-0.4862,0.1642,0,17.61,-98.96,-60.99,125.93,-86.9,138.49,0,50.873,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,310012,2018-11-08 18:04:04:260
0.4867,17.8889,0.7017,-0.0841,9.8033,0.2432,0.9288,-0.3463,0.7673,-0.2824,-0.8802,-0.486,0,25.48,-94.51,-60.23,114.16,-83.24,127.84,0,51.777,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,312013,2018-11-08 18:04:06:261
0.6243,9.3246,0.8302,2.089,9.3327,2.1696,-1.9538,0.4969,-1.1518,0.7623,0.0431,0.001,0,10.2,-101.53,-66.06,280.37,-81.15,-57.36,0,51.843,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,314012,2018-11-08 18:04:08:260
2.0125,7.7609,0.3542,-0.2931,9.7726,-0.7618,1.4788,-2.9706,4.0573,-0.5681,-0.9629,0.5025,0,20.35,-93.28,-54.14,151.84,-74.78,161.38,0,53.625,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,316013,2018-11-08 18:04:10:261
-0.3495,8.5318,0.4976,1.3984,9.6858,0.632,0.7267,0.0916,0.4684,1.1239,-0.7698,0.025,0,20.85,-99.09,-71.87,294.19,-80.57,-37.74,0,50.652,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,318013,2018-11-08 18:04:12:261
0.5793,8.7558,0.0341,1.4024,9.7054,0.0944,-0.4487,0.0576,0.1354,-0.198,0.1224,0.1533,0,23.23,-97.42,-72.31,219.34,-82.93,-117.39,0,46.182,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,320013,2018-11-08 18:04:14:261
-1.5517,7.8539,-3.0007,-1.6216,9.2824,-2.7161,-0.2033,0.6035,0.2081,-0.0067,0.3018,0.4357,0,33.67,-91.53,-71.79,145.25,-76.18,162.17,0,50.691,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,322013,2018-11-08 18:04:16:261
0.4857,8.758,0.7538,0.3976,9.7986,0.0103,-0.928,-0.2811,-0.2967,-0.9572,-0.1888,0.2103,0,27.65,-97.7,-77.94,153.57,-78.17,167.59,0,53.878,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,324013,2018-11-08 18:04:18:261
0.3681,8.74,1.7943,1.0857,9.702,0.9293,0.3939,-0.0764,0.4421,0.1599,-0.431,-0.025,0,24.58,-95.55,-87.66,303.92,-80.19,-31.21,0,50.947,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,326013,2018-11-08 18:04:20:261
0.8633,8.6906,0.7963,1.5603,9.6401,0.8965,-0.0842,-0.0417,0.1618,-0.1382,0.3253,0.1135,0,21.29,-95.14,-92.99,266.1,-81.96,-73.14,0,55.482,48.16245,11.556999,685,0.9,28.944,219.4,22-Jul,328012,2018-11-08 18:04:22:260
1.5137,8.8089,1.1659,1.4084,9.6091,1.3609,0.1438,0.0153,0.1436,0.2186,-0.0759,-0.1298,0,22.12,-94.37,-93.1,283.67,-78.82,-51.89,0,57.467,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,330012,2018-11-08 18:04:24:260
1.0125,8.688,1.1869,1.1692,9.6377,1.3849,-0.0353,-0.0164,0.0829,0.0147,0.1507,0.0112,0,19.32,-93.2,-95.12,293.83,-79.15,-44.82,0,55.65,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,332013,2018-11-08 18:04:26:261
0.7613,8.7448,0.9049,0.8921,9.7095,1.0494,-0.0606,0.0179,0.0295,-0.0148,-0.0194,0.0125,0,22.65,-93.69,-91.56,296.11,-81.99,-42.45,0,50.5,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,334012,2018-11-08 18:04:28:260
0.7356,8.5912,0.6742,0.8594,9.747,0.6535,-0.2557,0.1246,0.0804,0.2635,-0.0955,-0.0173,0,22.85,-94.24,-91.09,296.67,-83.51,-43.16,0,49.75,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,336012,2018-11-08 18:04:30:260
-0.2299,8.4908,0.8448,0.0866,9.8063,-0.0135,-1.071,-0.0211,0.2244,-0.1872,0.7329,0.0664,0,25.37,-94.6,-87.42,203.35,-86.09,-139.04,0,39.008,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,338012,2018-11-08 18:04:32:260
0.8667,8.7561,0.2677,0.8814,9.7571,0.4386,-0.0523,-0.1783,-0.0802,-0.0886,-0.116,0.0565,0,24.04,-95.75,-86.69,256.08,-85.28,-83.66,0,43.749,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,340013,2018-11-08 18:04:34:261
1.1865,8.7011,1.0931,1.3075,9.6498,1.1586,-0.0508,-0.0358,0.0528,0.0296,-0.0726,-0.0011,0,23.39,-95.24,-90.18,289.85,-79.71,-45.47,0,44.487,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,342012,2018-11-08 18:04:36:260
-0.0923,6.099,-2.3133,-1.0141,9.7196,-0.8189,3.8922,8.2133,-0.4625,0.1558,-0.3674,0.7,0,22.43,-92.59,-56.62,140.73,-82.21,154.56,0,56.831,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,344012,2018-11-08 18:04:38:260
0.8238,3.6837,-1.833,-0.6137,9.5779,-2.0146,0.0168,0.0696,2.5403,-0.3812,1.7819,-0.8948,0,22.63,-100.71,-57.57,278.05,-73.82,-32.31,0,56.918,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,346013,2018-11-08 18:04:40:261
0.7585,4.8075,-0.0684,0.8458,9.6783,-1.3363,4.55,3.3282,1.9473,0.0234,1.5514,-1.1236,0,27.25,-91.73,-51.23,183.56,-80.72,-147.67,0,50.508,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,348013,2018-11-08 18:04:42:261
-0.0394,7.7321,0.3622,2.0094,9.3603,2.1255,-2.2334,2.5982,-1.4945,-0.4981,-0.6041,0.4863,0,15.82,-103.09,-58.86,269.68,-72.65,-43.39,0,53.596,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,350012,2018-11-08 18:04:44:260
-1.0876,7.6704,-0.3733,1.7294,9.3209,2.5102,-1.4103,2.6502,-1.2836,-0.4289,-0.4624,0.4131,0,13.05,-118.69,-69.67,282.08,-71.89,-34.56,0,57.339,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,352014,2018-11-08 18:04:46:262
-0.5948,6.2201,4.8465,-1.2755,9.4709,-2.2012,-0.1188,-1.7172,-2.523,-0.5884,-1.0414,0.8967,0,32.16,-114.9,-50.24,136.77,-74.96,149.91,0,58.158,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,354012,2018-11-08 18:04:48:260
-2.9956,21.1286,-4.5206,-0.0577,9.4679,-2.5546,0.3688,-2.6956,-1.4259,-0.1301,0.2623,-0.1012,0,6.87,-97.16,-39.82,172.93,-74.9,178.71,0,55.542,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,356013,2018-11-08 18:04:50:261
0.8317,9.7585,1.0137,-0.7197,9.5555,-2.0845,0.5544,-3.0636,-1.3971,0.7271,1.5142,-1.0266,0,3.76,-97.64,-39.89,163.71,-77,160.95,0,55.687,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,358013,2018-11-08 18:04:52:261
-1.7559,9.5056,4.3286,-1.2563,8.7165,-4.3145,-1.6676,-1.5938,-1.3033,0.0398,1.6879,-0.6708,0,-24.11,-71.89,-25.88,194.47,-62.73,163.76,0,57.081,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,360013,2018-11-08 18:04:54:261
-0.4798,11.9084,1.0351,1.4568,9.2902,2.7821,-0.7686,1.3617,-0.6804,0.2612,-0.4505,-0.022,0,-14.02,-85.71,-36.2,334.04,-71.32,-27.64,0,47.309,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,362013,2018-11-08 18:04:56:261
-0.5184,10.4894,-0.4637,1.4194,9.4509,2.1989,-1.308,0.7526,-1.0278,-0.1009,-0.3124,0.2809,0,-28.23,-89.89,-51.33,352.62,-74.52,-32.84,0,52.791,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,364013,2018-11-08 18:04:58:261
-0.3323,5.0743,5.1429,1.0373,9.6054,1.6826,-1.4019,-0.4081,-1.2447,-0.9502,0.4844,0.6333,0,-28.89,-93.18,-56.36,353.74,-78.37,-31.65,0,52.925,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,366012,2018-11-08 18:05:00:260
2.4908,12.5262,3.5761,0.6013,9.7276,1.0875,2.0175,-1.2777,-0.9055,-0.7906,0.961,0.549,0,-26.42,-95.37,-53.35,356.43,-82.72,-28.94,0,56.641,48.16245,11.556999,685,0.9,28.944,219.4,0 / 22,368013,2018-11-08 18:05:02:261
