ACC X (m/s2),ACC Y (m/s2),ACC Z (m/s2),GRAV X (m/s2),GRAV Y (m/s2),GRAV Z (m/s2),LIN ACC X (m/s2),LIN ACC Y (m/s2),LIN ACC Z (m/s2),GYRO X (rad/s),GYRO Y (rad/s),GYRO Z (rad/s),LIGHT (lux),MAG FIELD X (T),MAG FIELD Y (T),MAG FIELD Z (T),ORIENT Z (deg),ORIENT X (deg),ORIENT Y (deg),PROXIMITY (m),SOUND LEVEL (dB),LOC LAT ,LOC LON,LOC ALT (m),LOC SPEED (Km/h),LOC ACCURACY (m),LOC ORIENT (deg),SAT IN RANGE,TIME (ms),YYYY-MO-DD HH-MI-SS_SSS
-0.3376,8.0115,0.5498,0.1721,9.7891,0.5601,0.0455,-0.7686,-0.4531,-1.8081,-1.1268,1.3294,0,-16.48,-107.71,-101.81,167.27,-73.39,155.08,0,58.608,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1044013,2018-11-08 18:16:18:261
-0.6679,9.5531,-0.1598,-1.3491,9.5312,-1.8726,-0.1872,3.8696,-0.2741,-0.7985,-0.0878,0.4945,0,25.7,-118.38,-66.41,157.38,-85.49,176.06,0,61.193,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1046012,2018-11-08 18:16:20:260
1.7409,8.4327,-2.0069,-0.9299,9.7577,0.3042,1.7209,-0.0869,-0.6202,-0.0304,-0.7651,0.2513,0,-12.75,-111.67,-72.68,90.69,-84.27,71.89,0,57.968,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1048013,2018-11-08 18:16:22:261
-1.702,3.5788,0.4283,-1.9501,8.4164,-4.6403,0.9775,-6.5133,2.8355,-1.7142,0.7068,0.4445,0,-3.96,-99.8,-63.17,168.57,-59.12,157.2,0,58.458,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1050013,2018-11-08 18:16:24:261
0.1841,5.7664,-0.6115,-0.4249,9.6324,-1.7905,0.2539,-2.512,0.4727,0.1949,-0.0858,-0.0148,0,-18.95,-102.2,-69.14,173.35,-80.6,156.49,0,57.581,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1052012,2018-11-08 18:16:26:260
-0.1216,1.5195,-2.6458,-0.7744,9.747,-0.7529,-0.847,4.3921,0.6881,-0.6658,-0.6713,0.3257,0,-18.52,-98.93,-70.25,177.65,-57.67,161.11,0,57.327,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1054013,2018-11-08 18:16:28:261
-1.0341,2.7397,-3.7326,-1.922,8.1744,-5.0651,1.7745,-2.6989,1.7638,-0.6881,0.2483,-0.4292,0,-0.03,-91.66,-77.48,166.15,-56.47,159.22,0,57.551,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1056012,2018-11-08 18:16:30:260
-1.4493,3.0366,-0.5348,-1.5963,8.4844,-4.6515,0.4361,-4.6699,2.1124,-1.7917,0.6397,0.44,0,-7.21,-97.72,-79.8,170.58,-59.9,161.06,0,57.41,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1058013,2018-11-08 18:16:32:261
0.9603,15.2826,-4.2423,-0.1115,9.515,-2.3711,0.696,7.5184,-2.5524,0.1316,-0.0547,0.2134,0,-0.65,-97.99,-80.41,166.17,-83.57,163.65,0,54.749,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1060013,2018-11-08 18:16:34:261
-1.6385,18.7512,-1.4892,0.0361,9.8066,-0.0011,-1.0537,-3.7317,0.3364,-0.3104,-0.0124,0.1764,0,13.57,-98.2,-103.21,132.52,-85.79,137.4,0,58.249,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1062012,2018-11-08 18:16:36:260
1.644,17.9146,3.6033,-1.2187,9.3549,-2.678,-1.4498,-1.9402,-0.8209,-0.4598,0.4708,-0.8638,0,43.38,-80.91,-116.06,141.09,-72.54,155.53,0,58.606,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1064012,2018-11-08 18:16:38:260
-0.5086,7.2571,-1.6015,-1.0746,9.354,-2.742,1.2297,-3.2838,0.4931,-1.7043,0.8902,0.5943,0,34.98,-68.43,-94.88,144.01,-72.52,158.6,0,57.284,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1066013,2018-11-08 18:16:40:261
5.3558,8.5173,-1.616,0.787,9.7579,0.5782,3.337,-1.8738,-1.6718,-0.1101,-0.597,0.2892,0,28.95,-64.95,-97.54,335.93,-80.84,-4.94,0,51.675,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1068012,2018-11-08 18:16:42:260
-0.1342,7.7729,-1.4392,1.1669,9.7359,0.1445,2.0201,0.4395,1.1642,-0.661,1.0099,-0.0191,0,-21.62,-62.3,-88.29,209.49,-79.96,-161.55,0,56.764,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1070012,2018-11-08 18:16:44:260
0.3189,8.1693,0.6356,0.3896,9.7049,1.3539,-0.0086,-0.5092,-0.2585,-0.0115,-0.523,0.2536,0,-6.89,-58.46,-101.4,346.69,-81.74,-16.05,0,58.804,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1072013,2018-11-08 18:16:46:261
3.0941,17.4986,0.2154,-1.2709,9.5709,-1.7184,0.2493,4.3304,1.1357,-0.2141,0.5624,0.9396,0,-14.57,-67.84,-87.43,156.63,-77.41,143.51,0,59.064,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1074012,2018-11-08 18:16:48:260
1.7564,10.096,-2.09,1.036,9.6491,-1.4111,1.8134,2.6643,-0.17,0.4622,-0.504,-1.2979,0,-28.73,-91.85,-73.86,340.74,-78.9,-36.1,0,58.097,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1076013,2018-11-08 18:16:50:261
-1.5275,10.4272,4.8879,0.1898,9.803,-0.1906,-1.5184,-1.3115,3.1381,-0.0367,-2.1097,0.4017,0,21,-117.11,-46.54,97.9,-83.97,108.27,0,56.954,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1078013,2018-11-08 18:16:52:261
-1.5224,8.8503,-0.4768,-0.5448,9.7893,0.2072,-0.5629,0.1278,-0.4852,0.3353,0.0025,0.7815,0,30.82,-121.48,-113.68,56.94,-86.59,69.18,0,55.459,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1080012,2018-11-08 18:16:54:260
4.4611,5.9754,-4.3325,1.4204,9.6973,-0.3406,0.8245,0.0318,-1.3902,-1.2044,0.3268,-0.2706,0,10.8,-97.15,-103.27,243.44,-81.43,-103.49,0,55.721,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1082013,2018-11-08 18:16:56:261
-2.0457,8.754,1.2364,0.4861,9.7848,0.4383,-2.432,-0.1663,1.1609,-0.3093,0.3035,0.057,0,7.79,-93.22,-112.51,221.56,-79.37,-129.07,0,54.199,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1084012,2018-11-08 18:16:58:260
0.8372,8.6675,1.6306,0.2243,9.669,1.6219,0.5451,-0.0452,0.1713,-0.0046,0.4056,0.0448,0,23.33,-74.45,-97.3,340.76,-80.98,-3.48,0,55.738,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1086013,2018-11-08 18:17:00:261
0.9977,8.716,0.7456,1.1926,9.7165,0.5805,0.0716,-0.1941,0.1789,-0.0035,0.001,-0.0237,0,25.89,-65.39,-86.8,273.68,-82.23,-64.05,0,48.879,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1088012,2018-11-08 18:17:02:260
1.1277,8.7189,0.7762,1.1743,9.6895,0.9515,0.0346,0.0238,-0.0518,0.0776,0.0184,-0.0131,0,25.06,-74.08,-80.05,283.82,-81.13,-50.99,0,50.717,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1090012,2018-11-08 18:17:04:260
1.1555,8.6943,1.0791,1.2424,9.6542,1.1929,0.013,-0.0259,0.0271,0.0137,0.0258,-2.00E-04,0,23.25,-94.77,-82.55,287.81,-79.55,-45.27,0,50.13,48.161247,11.567165,574,28.08,67.536,90.3,0 / 21,1092013,2018-11-08 18:17:06:261
0.655,8.7422,0.9156,0.8557,9.7061,1.109,-0.0127,0.0072,-0.1052,0.0239,-0.0067,-0.0403,0,23.51,-99.23,-85.33,292.75,-81.13,-41.97,0,42.471,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1094012,2018-11-08 18:17:08:260
0.6859,8.7285,0.791,0.7909,9.7368,0.86,-0.012,-0.0127,-0.0068,-0.0185,0.0235,0.0188,0,23.7,-102.61,-84.98,294.15,-83.16,-42.6,0,50.102,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1096013,2018-11-08 18:17:10:261
0.8079,8.6963,0.9368,0.9644,9.6909,1.1516,-0.0633,-0.0028,-0.0584,0.0393,0.0183,-0.0128,0,23.81,-100.19,-84.16,294.58,-81.19,-39.95,0,49.575,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1098013,2018-11-08 18:17:12:261
0.9852,8.726,1.0679,1.0278,9.6801,1.1872,0.0454,0.0034,0.0033,0.0013,-0.0389,-0.0045,0,23.75,-101.09,-84.33,295.17,-80.92,-39,0,50.888,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1100012,2018-11-08 18:17:14:260
0.8468,8.7061,1.0368,0.925,9.7008,1.0996,-0.0363,-0.0029,-0.0402,0.0109,0.0034,-0.0101,0,23.65,-103.85,-84.92,295.14,-81.28,-39.45,0,51.072,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1102012,2018-11-08 18:17:16:260
0.105,8.7325,1.6617,0.4489,9.6847,1.4748,-0.2426,-0.006,0.2049,0.0606,0.0104,0.0824,0,25.71,-91.58,-84.64,319.63,-80.96,-16.93,0,52.778,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1104013,2018-11-08 18:17:18:261
0.854,8.7274,1.0502,0.8785,9.6953,1.1828,0.0979,-0.0117,0.0057,0.0136,0.0106,-0.0057,0,24.68,-92.02,-85.73,299.09,-81.36,-36.6,0,54.42,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1106012,2018-11-08 18:17:20:260
0.5745,8.6042,1.8774,0.5561,9.6277,1.7802,0.1129,-0.0527,0.3881,0.0652,0.0517,0.0825,0,23.58,-95.88,-91.06,326.39,-80.42,-13.05,0,56.895,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1108012,2018-11-08 18:17:22:260
0.4048,8.7668,1.6158,0.6122,9.6686,1.521,0.0641,0.0349,0.3078,-0.0239,0.0617,0.0187,0,24.31,-98.87,-89.82,313.34,-80.26,-23.73,0,56.961,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1110012,2018-11-08 18:17:24:260
1.0728,8.7754,1.0506,1.2163,9.6403,1.3251,0.0289,0.0472,-0.0541,0.0109,0.116,0.0034,0,22.03,-81.85,-91.06,294.99,-79.43,-42.55,0,59.05,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1112013,2018-11-08 18:17:26:261
0.9114,8.6387,1.0722,0.9733,9.6943,1.1155,0.0483,-0.0651,0.0672,0.0458,-0.0017,-0.0358,0,25.86,-79.6,-92.64,296.53,-81.32,-41.1,0,53.982,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1114012,2018-11-08 18:17:28:260
-0.2984,8.8028,1.04,0.5842,9.6729,1.5045,0.227,-0.043,-0.1488,0.3919,-0.59,-0.1041,0,22.53,-64.69,-89.88,329.51,-80.07,-12.26,0,57.079,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1116013,2018-11-08 18:17:30:261
1.1046,9.2866,1.2016,-0.1145,9.5145,-2.3733,1.2773,-2.1305,0.9419,1.5992,0.4827,0.1504,0,22.44,-59.67,-95.77,321.99,-75.59,-18.79,0,59.915,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1118013,2018-11-08 18:17:32:261
-0.2827,8.2356,-4.0058,-0.4776,9.5142,-2.3284,0.5301,-1.0934,-1.1263,-0.4737,-0.1323,-0.1715,0,26.08,-67.66,-93.97,156.24,-75.97,168.41,0,54.591,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1120012,2018-11-08 18:17:34:260
-0.1958,8.8732,1.6037,0.8104,9.7434,0.7608,-0.6678,0.1922,0.8628,-0.4778,0.7343,0.0964,0,29.54,-73.5,-85.31,288.55,-83.49,-46.81,0,57.303,48.161247,11.567165,574,28.08,67.536,90.3,0 / 16,1122013,2018-11-08 18:17:36:261
1.1647,8.6624,0.9847,1.2551,9.6448,1.2539,0.0833,-0.032,-0.118,0.0027,-0.0315,-0.0136,0,25.13,-80.61,-82.11,291.07,-78.84,-41.61,0,53.118,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1124012,2018-11-08 18:17:38:260
-1.8997,12.7302,-0.5753,0.6109,9.7701,0.5846,0.3716,-0.168,0.6647,-0.6763,-0.5857,-0.0571,0,21.88,-91.44,-77.5,172.51,-83.09,-172.52,0,54.114,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1126013,2018-11-08 18:17:40:261
0.9394,9.527,-0.699,0.8071,9.7713,-0.2024,0.2832,1.0493,-0.2665,1.2521,0.0922,-0.6784,0,15.33,-93.66,-82.87,241.01,-85.13,-104.08,0,53.133,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1128012,2018-11-08 18:17:42:260
0.0567,8.7961,1.1586,0.029,9.7807,0.7122,0.1808,0.2567,0.2533,-0.2696,0.2361,0.1891,0,-0.71,-91.55,-93.95,358.14,-85.83,-2.33,0,45.963,48.161247,11.567165,574,28.08,67.536,90.3,0 / 16,1130012,2018-11-08 18:17:44:260
-0.4945,11.9041,-5.8433,-0.1197,9.7449,-1.0926,1.0864,3.5085,-0.6256,-0.9055,1.3289,0.4058,0,19.89,-92.69,-79.39,237.52,-86.01,-104.49,0,56.331,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1132014,2018-11-08 18:17:46:262
0.5924,8.8178,0.4015,0.5973,9.7419,0.9539,0.0065,0.0356,0.058,-0.1673,0.0458,0.0461,0,16.64,-97.2,-78.27,289.25,-84.89,-52.51,0,44.007,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1134013,2018-11-08 18:17:48:261
0.8694,8.0371,-2.7767,0.634,9.4889,-2.3935,0.257,-0.9878,-1.0591,-0.7911,0.5415,0.0548,0,15.68,-99.19,-61.44,180.1,-75.38,-165.16,0,47.986,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1136013,2018-11-08 18:17:50:261
0.4224,8.7316,0.7335,0.7233,9.7559,0.6851,-0.1149,0.0058,-0.0572,-0.2235,-0.0684,-0.0413,0,11.13,-105.59,-59.13,293.24,-84.17,-46.56,0,46.874,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1138012,2018-11-08 18:17:52:260
-0.9239,9.8097,0.2315,0.4217,9.7792,0.6006,-0.929,0.5395,-0.1402,-0.1295,0.3434,0.0927,0,3.99,-105.14,-53.75,257.14,-86.5,-92.01,0,56.815,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1140012,2018-11-08 18:17:54:260
-0.3417,8.6691,-1.7023,-0.5031,9.6083,-1.8969,-0.3321,-0.0029,-0.2938,-0.0489,-0.1135,0.1147,0,7.54,-102.25,-41.32,161.09,-78.84,163.64,0,48.932,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1142013,2018-11-08 18:17:56:261
-0.5179,8.5954,-2.0067,-0.593,9.5589,-2.1087,0.0198,0.0259,-0.1034,0.0141,0.0164,0.0011,0,9.2,-101.65,-41.97,161.48,-77.09,164.29,0,64.235,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1144012,2018-11-08 18:17:58:260
-0.4704,8.5331,-2.092,-0.5379,9.5256,-2.2681,-0.027,-0.0021,-0.0138,0.0226,-0.009,0.0169,0,5.11,-101.89,-35.26,167.03,-76.25,166.66,0,41.262,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1146013,2018-11-08 18:18:00:261
-0.5708,8.6091,-1.8195,-0.3724,9.5803,-2.0613,-0.2008,-0.0026,-0.0462,-0.0522,-0.0474,0.0086,0,-35.45,-163.4,-19.27,205.31,-76.16,168.03,0,44.578,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1148012,2018-11-08 18:18:02:260
0.1972,8.8004,-1.1914,0.0767,9.7881,-0.5974,-0.1463,0.1265,0.3762,-0.2201,-0.1689,0.098,0,-57,-187.98,-29.71,220.92,-80.9,176.02,0,39.076,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1150013,2018-11-08 18:18:04:261
-0.2506,8.6923,0.457,-0.141,9.803,0.2264,0.217,-0.1101,0.2076,0.0618,-0.2874,-0.0705,0,-122.79,-283.71,-7.93,121.26,-88.44,31.92,0,47.109,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1152013,2018-11-08 18:18:06:261
0.1867,8.7585,1.11,-0.0462,9.7665,0.8855,0.595,-0.0468,0.2318,-0.0691,0.0977,-0.0245,0,-114.47,-267.76,-2.66,103.4,-84.81,2.99,0,50.476,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1154012,2018-11-08 18:18:08:260
0.4176,8.6187,0.8033,0.1742,9.7305,1.2076,0.1499,-0.0887,-0.2872,0.037,0.0954,0.0546,0,119.74,-61.42,-164.54,313.16,-81.47,-8.63,0,49.826,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1156012,2018-11-08 18:18:10:260
1.3705,8.909,1.2548,0.2052,9.7884,0.5622,0.1698,-0.0833,0.1334,0.234,0.389,0.1645,0,-57.68,-39.35,-181.54,4.49,-86.25,-13.26,0,53.123,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1158012,2018-11-08 18:18:12:260
0.4106,8.7601,0.7389,0.3593,9.7679,0.793,0.1118,-0.0065,0.0464,0.0047,0.0078,0.0364,0,-159.06,-89.64,-80.82,40.41,-84.91,-24.37,0,51.951,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1160012,2018-11-08 18:18:14:260
0.3876,8.7832,0.474,0.5094,9.7751,0.5989,-0.0346,0.1058,-0.0479,0.0238,-0.0561,-0.0221,0,-72.69,-204.85,6.1,66.27,-85.4,-40.38,0,55.334,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1162012,2018-11-08 18:18:16:260
0.7267,8.7198,0.5464,0.7786,9.7531,0.6646,0.0805,0.0083,-0.0159,0.0654,-0.1288,-0.05,0,-70.46,-181.12,-3.29,54.75,-83.99,-45.76,0,52.929,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1164012,2018-11-08 18:18:18:260
0.6081,8.8819,0.7995,0.549,9.7647,0.7212,-0.0313,0.041,0.0274,0.0299,0.0201,-0.0079,0,-60.23,-170.17,-8.94,60.55,-84.41,-34.85,0,53.989,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1166012,2018-11-08 18:18:20:260
0.3836,8.9995,0.8726,0.2639,9.7599,0.9195,0.1423,0.2039,-0.0085,0.0574,-0.0845,-0.0246,0,-52.1,-164.84,-18.48,71.11,-84.4,-16.02,0,55.803,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1168013,2018-11-08 18:18:22:261
0.4017,8.7297,0.9515,0.3484,9.7447,1.0437,0.0817,-0.0979,-0.0257,-0.0131,0.0232,-0.0362,0,-51.71,-155.67,-33.03,52.38,-83.56,-18.46,0,54.301,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1170013,2018-11-08 18:18:24:261
0.1112,8.7807,0.4704,0.1491,9.7818,0.6811,0.0396,-0.0831,-0.165,0.0649,-0.2251,-0.0561,0,-41.63,-151.85,-43.42,37.17,-84.17,-16.23,0,56.007,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1172012,2018-11-08 18:18:26:260
0.4103,8.962,0.7528,0.3794,9.769,0.7703,7.00E-04,0.0342,-0.1514,0.0197,-0.0484,-0.0135,0,-46.75,-162.62,-63.95,23.07,-84.01,-18.15,0,55.073,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1174012,2018-11-08 18:18:28:260
0.953,8.636,0.8087,0.7008,9.7511,0.7711,0.3044,0.0079,0.0349,-0.0339,0.047,0.0161,0,11.22,-101.13,-62.83,299.23,-83.9,-42.27,0,54.253,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1176012,2018-11-08 18:18:30:260
0.5083,8.8144,1.0387,0.524,9.7303,1.1031,-0.0543,0.1255,0.0384,-0.017,-0.0049,0.0174,0,20.65,-68.38,-70.83,313.08,-82.85,-25.41,0,48.246,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1178013,2018-11-08 18:18:32:261
0.5427,8.8696,0.8029,0.594,9.7484,0.8871,0.0203,0.0494,0.0073,0.0149,0.001,-0.0072,0,18.9,-71.36,-74.48,306.28,-83.49,-34.25,0,47.968,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1180012,2018-11-08 18:18:34:260
0.6671,8.7299,0.8698,0.6766,9.7404,0.915,-0.0173,0.0659,-0.0733,0.0238,-0.0668,0.0054,0,8.54,-101.6,-62.57,312.03,-82.57,-30.7,0,51.798,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1182012,2018-11-08 18:18:36:260
0.7107,8.7773,1.0928,0.7141,9.7,1.2533,0.0492,0.1121,-0.0584,0.027,-0.0851,-0.0147,0,6.82,-104.05,-60.18,312.54,-81.54,-29.67,0,51.324,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1184013,2018-11-08 18:18:38:261
-0.6829,8.9757,-1.9043,-0.4612,9.6083,-1.9074,0.2357,0.4629,-0.7748,-0.2809,0.4156,0.2267,0,23.28,-47.88,-96.97,154.97,-78.46,166.41,0,60.529,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1186012,2018-11-08 18:18:40:260
-0.3018,8.7498,-1.3939,-0.4871,9.686,-1.454,0.1969,0.0566,-0.1226,0.1248,-0.1762,-0.1216,0,22.69,-91.16,-97.14,161.83,-82.57,173.2,0,61.809,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1188012,2018-11-08 18:18:42:260
-0.3689,8.7938,-1.2216,-0.2528,9.7259,-1.23,0.398,0.0644,0.1481,-0.0056,0.1774,-0.0047,0,22.42,-74.52,-98.77,151.83,-80.97,161.5,0,59.311,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1190012,2018-11-08 18:18:44:260
-0.2053,8.4508,-1.4806,-0.4147,9.6735,-1.5559,0.171,-0.2575,-0.0216,-0.0359,0.0215,0.0383,0,25.18,-87.28,-38.8,142.83,-80.55,165.08,0,53.449,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1192013,2018-11-08 18:18:46:261
0.2475,8.8142,-0.5121,0.33,9.7837,-0.5835,-0.0857,-0.0479,-0.0348,0.012,-0.0454,-0.0117,0,25.78,-50.6,-131.53,197.93,-86.08,-150.51,0,47.945,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1194013,2018-11-08 18:18:48:261
-0.1705,8.8238,-0.7968,-0.1212,9.7534,-1.0137,0.0117,0.1055,0.0088,-0.0746,-0.1156,-0.0755,0,27.17,-51.29,-134.6,167.54,-83.95,178.44,0,44.058,48.161247,11.567165,574,28.08,67.536,90.3,0 / 16,1196013,2018-11-08 18:18:50:261
-0.156,8.7816,-1.0209,-0.1155,9.7342,-1.184,0.096,-0.0135,-0.0065,0.0087,0.0281,0.0309,0,29.46,-36.7,-166.77,163.48,-83.46,173.03,0,46.165,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1198012,2018-11-08 18:18:52:260
0.0788,8.7414,-0.9257,-0.0936,9.7413,-1.126,0.1107,0.0444,0.0547,8.00E-04,-0.0056,0.0043,0,31.77,-36.87,-145.26,163.18,-83.38,175.25,0,45.647,48.161247,11.567165,574,28.08,67.536,90.3,0 / 16,1200013,2018-11-08 18:18:54:261
-0.68,8.5362,-1.7427,-0.8071,9.6009,-1.8278,0.1,0.0045,-0.0396,0.1098,0.0301,0.1218,0,17.26,-39.61,-165.47,151.15,-78.24,156.18,0,52.496,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1202013,2018-11-08 18:18:56:261
-0.5014,8.669,-1.6595,-0.607,9.6207,-1.8012,0.0155,-0.002,-0.005,0.0116,-0.0186,0.0043,0,29.87,-47.17,-157.23,151.23,-78.85,160.93,0,48.511,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1204012,2018-11-08 18:18:58:260
0.1575,8.825,-1.1751,-0.2946,9.6735,-1.5834,-0.0389,0.0689,0.0646,-0.0272,-0.0389,0.0237,0,26.44,-47.5,-172.65,163.77,-80.57,171.8,0,43.983,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1206013,2018-11-08 18:19:00:261
0.037,8.763,-1.4316,0.0186,9.6576,-1.7031,0.1624,0.0254,-0.0548,7.00E-04,0.0584,-0.041,0,27.02,-53.74,-168.02,171.82,-80,-179.37,0,43.507,48.161247,11.567165,574,28.08,67.536,90.3,0 / 16,1208012,2018-11-08 18:19:02:260
0.2804,8.7248,-1.3808,0.2287,9.6916,-1.4802,0.0272,-0.0351,0.0752,-0.0308,0.0564,0.0057,0,28.49,-59.89,-140.87,177.67,-81.21,-171.22,0,58.642,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1210012,2018-11-08 18:19:04:260
-0.0436,7.3934,-1.4373,-0.0581,9.5912,-2.0437,-0.7687,-1.1387,1.1628,0.7606,-0.4764,-0.3105,0,30.47,-62.71,-136.21,295.48,-82.4,-48.76,0,62.371,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1212012,2018-11-08 18:19:06:260
0.2776,8.8022,-0.7902,0.5351,9.7693,-0.6667,0.0082,-0.037,0.0168,-0.0729,0.0073,0.0574,0,29.53,-58.98,-138.53,192.3,-84.4,-155.09,0,50.295,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1214012,2018-11-08 18:19:08:260
0.1561,8.7132,-1.0649,0.0707,9.7385,-1.152,-0.0393,-0.008,3.00E-04,0.0077,-0.0248,-0.0014,0,27.29,-61.65,-140.73,172.98,-83.24,-176.49,0,39.737,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1216012,2018-11-08 18:19:10:260
0.0991,8.6386,-1.3678,0.1097,9.7001,-1.4377,-0.0192,-0.0098,0.1298,0.0605,-0.1028,-0.0341,0,27.04,-63.37,-138.7,173.71,-81.55,-175.64,0,41.642,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1218014,2018-11-08 18:19:12:262
-0.2769,8.6482,-1.7217,-0.4084,9.5928,-1.9954,-0.0041,3.00E-04,0.0117,-0.0178,0.0764,0.0031,0,23.8,-65.87,-143.18,159.39,-78.55,167.47,0,47.532,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1220012,2018-11-08 18:19:14:260
-0.0747,8.6427,-1.4495,-0.0724,9.6693,-1.6341,-0.0134,0.0062,0.0096,0.0087,-0.0321,-0.0189,0,29.28,-60.78,-150.81,167.37,-80.14,177.57,0,47.56,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1222013,2018-11-08 18:19:16:261
-0.2743,8.702,-1.6901,-0.0873,9.6796,-1.5712,-0.071,-0.0567,-0.0206,0.0073,-0.0771,-0.004,0,28.48,-60.32,-151.58,167.02,-80.77,176.82,0,44.782,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1224012,2018-11-08 18:19:18:260
-0.0699,8.6342,-1.2825,-0.1009,9.6938,-1.4798,0.0018,0.0091,-0.0101,0.0062,0.0186,-0.0131,0,29.89,-60.23,-149.16,165.42,-81.3,176.1,0,41.344,48.161247,11.567165,574,28.08,67.536,90.3,0 / 16,1226012,2018-11-08 18:19:20:260
